,Date,Survey,Borough,Measure,Proportion,MPS
7358,12/31/2020,PAS,Wandsworth,Trust MPS,0.79,0.81
7359,12/31/2020,PAS,City of Westminster,Trust MPS,0.84,0.81
7360,3/31/2021,PAS,Barking and Dagenham,Trust MPS,0.81,0.8
7361,3/31/2021,PAS,Barnet,Trust MPS,0.8,0.8
7362,3/31/2021,PAS,Bexley,Trust MPS,0.88,0.8
7363,3/31/2021,PAS,Brent,Trust MPS,0.77,0.8
7364,3/31/2021,PAS,Bromley,Trust MPS,0.87,0.8
7365,3/31/2021,PAS,Camden,Trust MPS,0.77,0.8
7366,3/31/2021,PAS,Croydon,Trust MPS,0.79,0.8
7367,3/31/2021,PAS,Ealing,Trust MPS,0.83,0.8
7368,3/31/2021,PAS,Enfield,Trust MPS,0.77,0.8
7369,3/31/2021,PAS,Greenwich,Trust MPS,0.76,0.8
7370,3/31/2021,PAS,Hackney,Trust MPS,0.74,0.8
7371,3/31/2021,PAS,Hammersmith and Fulham,Trust MPS,0.79,0.8
7372,3/31/2021,PAS,Haringey,Trust MPS,0.78,0.8
7373,3/31/2021,PAS,Harrow,Trust MPS,0.82,0.8
7374,3/31/2021,PAS,Havering,Trust MPS,0.84,0.8
7375,3/31/2021,PAS,Hillingdon,Trust MPS,0.85,0.8
7376,3/31/2021,PAS,Hounslow,Trust MPS,0.82,0.8
7377,3/31/2021,PAS,Islington,Trust MPS,0.76,0.8
7378,3/31/2021,PAS,Kensington and Chelsea,Trust MPS,0.81,0.8
7379,3/31/2021,PAS,Kingston upon Thames,Trust MPS,0.86,0.8
7380,3/31/2021,PAS,Lambeth,Trust MPS,0.76,0.8
7381,3/31/2021,PAS,Lewisham,Trust MPS,0.67,0.8
7382,3/31/2021,PAS,Merton,Trust MPS,0.81,0.8
7383,3/31/2021,PAS,Newham,Trust MPS,0.82,0.8
7384,3/31/2021,PAS,Redbridge,Trust MPS,0.81,0.8
7385,3/31/2021,PAS,Richmond upon Thames,Trust MPS,0.85,0.8
7386,3/31/2021,PAS,Southwark,Trust MPS,0.78,0.8
7387,3/31/2021,PAS,Sutton,Trust MPS,0.88,0.8
7388,3/31/2021,PAS,Tower Hamlets,Trust MPS,0.8,0.8
7389,3/31/2021,PAS,Waltham Forest,Trust MPS,0.8,0.8
7390,3/31/2021,PAS,Wandsworth,Trust MPS,0.78,0.8
7391,3/31/2021,PAS,City of Westminster,Trust MPS,0.85,0.8
7392,6/30/2021,PAS,Barking and Dagenham,Trust MPS,0.81,0.79
7393,6/30/2021,PAS,Barnet,Trust MPS,0.79,0.79
7394,6/30/2021,PAS,Bexley,Trust MPS,0.87,0.79
7395,6/30/2021,PAS,Brent,Trust MPS,0.8,0.79
7396,6/30/2021,PAS,Bromley,Trust MPS,0.84,0.79
7397,6/30/2021,PAS,Camden,Trust MPS,0.77,0.79
7398,6/30/2021,PAS,Croydon,Trust MPS,0.76,0.79
7399,6/30/2021,PAS,Ealing,Trust MPS,0.8,0.79
7400,6/30/2021,PAS,Enfield,Trust MPS,0.75,0.79
7401,6/30/2021,PAS,Greenwich,Trust MPS,0.75,0.79
7402,6/30/2021,PAS,Hackney,Trust MPS,0.69,0.79
7403,6/30/2021,PAS,Hammersmith and Fulham,Trust MPS,0.81,0.79
7404,6/30/2021,PAS,Haringey,Trust MPS,0.75,0.79
7405,6/30/2021,PAS,Harrow,Trust MPS,0.83,0.79
7406,6/30/2021,PAS,Havering,Trust MPS,0.82,0.79
7407,6/30/2021,PAS,Hillingdon,Trust MPS,0.85,0.79
7408,6/30/2021,PAS,Hounslow,Trust MPS,0.82,0.79
7409,6/30/2021,PAS,Islington,Trust MPS,0.7,0.79
7410,6/30/2021,PAS,Kensington and Chelsea,Trust MPS,0.79,0.79
7411,6/30/2021,PAS,Kingston upon Thames,Trust MPS,0.85,0.79
7412,6/30/2021,PAS,Lambeth,Trust MPS,0.73,0.79
7413,6/30/2021,PAS,Lewisham,Trust MPS,0.68,0.79
7414,6/30/2021,PAS,Merton,Trust MPS,0.79,0.79
7415,6/30/2021,PAS,Newham,Trust MPS,0.81,0.79
7416,6/30/2021,PAS,Redbridge,Trust MPS,0.79,0.79
7417,6/30/2021,PAS,Richmond upon Thames,Trust MPS,0.87,0.79
7418,6/30/2021,PAS,Southwark,Trust MPS,0.77,0.79
7419,6/30/2021,PAS,Sutton,Trust MPS,0.87,0.79
7420,6/30/2021,PAS,Tower Hamlets,Trust MPS,0.76,0.79
7421,6/30/2021,PAS,Waltham Forest,Trust MPS,0.8,0.79
7422,6/30/2021,PAS,Wandsworth,Trust MPS,0.78,0.79
7423,6/30/2021,PAS,City of Westminster,Trust MPS,0.84,0.79
7424,9/30/2021,PAS,Barking and Dagenham,Trust MPS,0.77,0.77
7425,9/30/2021,PAS,Barnet,Trust MPS,0.77,0.77
7426,9/30/2021,PAS,Bexley,Trust MPS,0.85,0.77
7427,9/30/2021,PAS,Brent,Trust MPS,0.83,0.77
7428,9/30/2021,PAS,Bromley,Trust MPS,0.81,0.77
7429,9/30/2021,PAS,Camden,Trust MPS,0.77,0.77
7430,9/30/2021,PAS,Croydon,Trust MPS,0.75,0.77
7431,9/30/2021,PAS,Ealing,Trust MPS,0.79,0.77
7432,9/30/2021,PAS,Enfield,Trust MPS,0.74,0.77
7433,9/30/2021,PAS,Greenwich,Trust MPS,0.74,0.77
7434,9/30/2021,PAS,Hackney,Trust MPS,0.69,0.77
7435,9/30/2021,PAS,Hammersmith and Fulham,Trust MPS,0.78,0.77
7436,9/30/2021,PAS,Haringey,Trust MPS,0.73,0.77
7437,9/30/2021,PAS,Harrow,Trust MPS,0.82,0.77
7438,9/30/2021,PAS,Havering,Trust MPS,0.82,0.77
7439,9/30/2021,PAS,Hillingdon,Trust MPS,0.86,0.77
7440,9/30/2021,PAS,Hounslow,Trust MPS,0.8,0.77
7441,9/30/2021,PAS,Islington,Trust MPS,0.66,0.77
7442,9/30/2021,PAS,Kensington and Chelsea,Trust MPS,0.8,0.77
7443,9/30/2021,PAS,Kingston upon Thames,Trust MPS,0.86,0.77
7444,9/30/2021,PAS,Lambeth,Trust MPS,0.69,0.77
7445,9/30/2021,PAS,Lewisham,Trust MPS,0.68,0.77
7446,9/30/2021,PAS,Merton,Trust MPS,0.78,0.77
7447,9/30/2021,PAS,Newham,Trust MPS,0.8,0.77
7448,9/30/2021,PAS,Redbridge,Trust MPS,0.74,0.77
7449,9/30/2021,PAS,Richmond upon Thames,Trust MPS,0.84,0.77
7450,9/30/2021,PAS,Southwark,Trust MPS,0.75,0.77
7451,9/30/2021,PAS,Sutton,Trust MPS,0.86,0.77
7452,9/30/2021,PAS,Tower Hamlets,Trust MPS,0.75,0.77
7453,9/30/2021,PAS,Waltham Forest,Trust MPS,0.78,0.77
7454,9/30/2021,PAS,Wandsworth,Trust MPS,0.76,0.77
7455,9/30/2021,PAS,City of Westminster,Trust MPS,0.83,0.77
7456,12/31/2021,PAS,Barking and Dagenham,Trust MPS,0.78,0.76
7457,12/31/2021,PAS,Barnet,Trust MPS,0.78,0.76
7458,12/31/2021,PAS,Bexley,Trust MPS,0.85,0.76
7459,12/31/2021,PAS,Brent,Trust MPS,0.81,0.76
7460,12/31/2021,PAS,Bromley,Trust MPS,0.79,0.76
7461,12/31/2021,PAS,Camden,Trust MPS,0.73,0.76
7462,12/31/2021,PAS,Croydon,Trust MPS,0.75,0.76
7463,12/31/2021,PAS,Ealing,Trust MPS,0.78,0.76
7464,12/31/2021,PAS,Enfield,Trust MPS,0.73,0.76
7465,12/31/2021,PAS,Greenwich,Trust MPS,0.72,0.76
7466,12/31/2021,PAS,Hackney,Trust MPS,0.67,0.76
7467,12/31/2021,PAS,Hammersmith and Fulham,Trust MPS,0.79,0.76
7468,12/31/2021,PAS,Haringey,Trust MPS,0.7,0.76
7469,12/31/2021,PAS,Harrow,Trust MPS,0.81,0.76
7470,12/31/2021,PAS,Havering,Trust MPS,0.8,0.76
7471,12/31/2021,PAS,Hillingdon,Trust MPS,0.82,0.76
7472,12/31/2021,PAS,Hounslow,Trust MPS,0.82,0.76
7473,12/31/2021,PAS,Islington,Trust MPS,0.65,0.76
7474,12/31/2021,PAS,Kensington and Chelsea,Trust MPS,0.83,0.76
7475,12/31/2021,PAS,Kingston upon Thames,Trust MPS,0.84,0.76
7476,12/31/2021,PAS,Lambeth,Trust MPS,0.67,0.76
7477,12/31/2021,PAS,Lewisham,Trust MPS,0.68,0.76
7478,12/31/2021,PAS,Merton,Trust MPS,0.77,0.76
7479,12/31/2021,PAS,Newham,Trust MPS,0.77,0.76
7480,12/31/2021,PAS,Redbridge,Trust MPS,0.73,0.76
7481,12/31/2021,PAS,Richmond upon Thames,Trust MPS,0.82,0.76
7482,12/31/2021,PAS,Southwark,Trust MPS,0.76,0.76
7483,12/31/2021,PAS,Sutton,Trust MPS,0.84,0.76
7484,12/31/2021,PAS,Tower Hamlets,Trust MPS,0.75,0.76
7485,12/31/2021,PAS,Waltham Forest,Trust MPS,0.77,0.76
7486,12/31/2021,PAS,Wandsworth,Trust MPS,0.75,0.76
7487,12/31/2021,PAS,City of Westminster,Trust MPS,0.83,0.76
7488,3/31/2022,PAS,Barking and Dagenham,Trust MPS,0.77,0.73
7489,3/31/2022,PAS,Barnet,Trust MPS,0.77,0.73
7490,3/31/2022,PAS,Bexley,Trust MPS,0.79,0.73
7491,3/31/2022,PAS,Brent,Trust MPS,0.78,0.73
7492,3/31/2022,PAS,Bromley,Trust MPS,0.75,0.73
7493,3/31/2022,PAS,Camden,Trust MPS,0.7,0.73
7494,3/31/2022,PAS,Croydon,Trust MPS,0.65,0.73
7495,3/31/2022,PAS,Ealing,Trust MPS,0.76,0.73
7496,3/31/2022,PAS,Enfield,Trust MPS,0.7,0.73
7497,3/31/2022,PAS,Greenwich,Trust MPS,0.72,0.73
7498,3/31/2022,PAS,Hackney,Trust MPS,0.68,0.73
7499,3/31/2022,PAS,Hammersmith and Fulham,Trust MPS,0.76,0.73
7500,3/31/2022,PAS,Haringey,Trust MPS,0.68,0.73
7501,3/31/2022,PAS,Harrow,Trust MPS,0.79,0.73
7502,3/31/2022,PAS,Havering,Trust MPS,0.77,0.73
7503,3/31/2022,PAS,Hillingdon,Trust MPS,0.82,0.73
7504,3/31/2022,PAS,Hounslow,Trust MPS,0.8,0.73
7505,3/31/2022,PAS,Islington,Trust MPS,0.6,0.73
7506,3/31/2022,PAS,Kensington and Chelsea,Trust MPS,0.78,0.73
7507,3/31/2022,PAS,Kingston upon Thames,Trust MPS,0.79,0.73
7508,3/31/2022,PAS,Lambeth,Trust MPS,0.6,0.73
7509,3/31/2022,PAS,Lewisham,Trust MPS,0.67,0.73
7510,3/31/2022,PAS,Merton,Trust MPS,0.74,0.73
7511,3/31/2022,PAS,Newham,Trust MPS,0.7,0.73
7512,3/31/2022,PAS,Redbridge,Trust MPS,0.72,0.73
7513,3/31/2022,PAS,Richmond upon Thames,Trust MPS,0.77,0.73
7514,3/31/2022,PAS,Southwark,Trust MPS,0.73,0.73
7515,3/31/2022,PAS,Sutton,Trust MPS,0.8,0.73
7516,3/31/2022,PAS,Tower Hamlets,Trust MPS,0.71,0.73
7517,3/31/2022,PAS,Waltham Forest,Trust MPS,0.75,0.73
7518,3/31/2022,PAS,Wandsworth,Trust MPS,0.73,0.73
7519,3/31/2022,PAS,City of Westminster,Trust MPS,0.8,0.73
7520,6/30/2022,PAS,Barking and Dagenham,"""Good Job"" local",0.47,0.49
7521,6/30/2022,PAS,Barnet,"""Good Job"" local",0.49,0.49
7522,6/30/2022,PAS,Bexley,"""Good Job"" local",0.48,0.49
7523,6/30/2022,PAS,Brent,"""Good Job"" local",0.56,0.49
7524,6/30/2022,PAS,Bromley,"""Good Job"" local",0.56,0.49
7525,6/30/2022,PAS,Camden,"""Good Job"" local",0.45,0.49
7526,6/30/2022,PAS,Croydon,"""Good Job"" local",0.38,0.49
7527,6/30/2022,PAS,Ealing,"""Good Job"" local",0.48,0.49
7528,6/30/2022,PAS,Enfield,"""Good Job"" local",0.45,0.49
7529,6/30/2022,PAS,Greenwich,"""Good Job"" local",0.45,0.49
7530,6/30/2022,PAS,Hackney,"""Good Job"" local",0.45,0.49
7531,6/30/2022,PAS,Hammersmith and Fulham,"""Good Job"" local",0.55,0.49
7532,6/30/2022,PAS,Haringey,"""Good Job"" local",0.49,0.49
7533,6/30/2022,PAS,Harrow,"""Good Job"" local",0.49,0.49
7534,6/30/2022,PAS,Havering,"""Good Job"" local",0.53,0.49
7535,6/30/2022,PAS,Hillingdon,"""Good Job"" local",0.51,0.49
7536,6/30/2022,PAS,Hounslow,"""Good Job"" local",0.53,0.49
7537,6/30/2022,PAS,Islington,"""Good Job"" local",0.49,0.49
7538,6/30/2022,PAS,Kensington and Chelsea,"""Good Job"" local",0.56,0.49
7539,6/30/2022,PAS,Kingston upon Thames,"""Good Job"" local",0.58,0.49
7540,6/30/2022,PAS,Lambeth,"""Good Job"" local",0.43,0.49
7541,6/30/2022,PAS,Lewisham,"""Good Job"" local",0.4,0.49
7542,6/30/2022,PAS,Merton,"""Good Job"" local",0.5,0.49
7543,6/30/2022,PAS,Newham,"""Good Job"" local",0.44,0.49
7544,6/30/2022,PAS,Redbridge,"""Good Job"" local",0.46,0.49
7545,6/30/2022,PAS,Richmond upon Thames,"""Good Job"" local",0.64,0.49
7546,6/30/2022,PAS,Southwark,"""Good Job"" local",0.48,0.49
7547,6/30/2022,PAS,Sutton,"""Good Job"" local",0.57,0.49
7548,6/30/2022,PAS,Tower Hamlets,"""Good Job"" local",0.47,0.49
7549,6/30/2022,PAS,Waltham Forest,"""Good Job"" local",0.41,0.49
7550,6/30/2022,PAS,Wandsworth,"""Good Job"" local",0.49,0.49
7551,6/30/2022,PAS,City of Westminster,"""Good Job"" local",0.51,0.49
7552,6/30/2022,PAS,Barking and Dagenham,Contact ward officer,0.24,0.26
7553,6/30/2022,PAS,Barnet,Contact ward officer,0.24,0.26
7554,6/30/2022,PAS,Bexley,Contact ward officer,0.31,0.26
7555,6/30/2022,PAS,Brent,Contact ward officer,0.2,0.26
7556,6/30/2022,PAS,Bromley,Contact ward officer,0.3,0.26
7557,6/30/2022,PAS,Camden,Contact ward officer,0.23,0.26
7558,6/30/2022,PAS,Croydon,Contact ward officer,0.29,0.26
7559,6/30/2022,PAS,Ealing,Contact ward officer,0.25,0.26
7560,6/30/2022,PAS,Enfield,Contact ward officer,0.27,0.26
7561,6/30/2022,PAS,Greenwich,Contact ward officer,0.33,0.26
7562,6/30/2022,PAS,Hackney,Contact ward officer,0.26,0.26
7563,6/30/2022,PAS,Hammersmith and Fulham,Contact ward officer,0.21,0.26
7564,6/30/2022,PAS,Haringey,Contact ward officer,0.24,0.26
7565,6/30/2022,PAS,Harrow,Contact ward officer,0.29,0.26
7566,6/30/2022,PAS,Havering,Contact ward officer,0.29,0.26
7567,6/30/2022,PAS,Hillingdon,Contact ward officer,0.28,0.26
7568,6/30/2022,PAS,Hounslow,Contact ward officer,0.22,0.26
7569,6/30/2022,PAS,Islington,Contact ward officer,0.27,0.26
7570,6/30/2022,PAS,Kensington and Chelsea,Contact ward officer,0.25,0.26
7571,6/30/2022,PAS,Kingston upon Thames,Contact ward officer,0.38,0.26
7572,6/30/2022,PAS,Lambeth,Contact ward officer,0.21,0.26
7573,6/30/2022,PAS,Lewisham,Contact ward officer,0.2,0.26
7574,6/30/2022,PAS,Merton,Contact ward officer,0.29,0.26
7575,6/30/2022,PAS,Newham,Contact ward officer,0.17,0.26
7576,6/30/2022,PAS,Redbridge,Contact ward officer,0.33,0.26
7577,6/30/2022,PAS,Richmond upon Thames,Contact ward officer,0.32,0.26
7578,6/30/2022,PAS,Southwark,Contact ward officer,0.24,0.26
7579,6/30/2022,PAS,Sutton,Contact ward officer,0.34,0.26
7580,6/30/2022,PAS,Tower Hamlets,Contact ward officer,0.24,0.26
7581,6/30/2022,PAS,Waltham Forest,Contact ward officer,0.26,0.26
7582,6/30/2022,PAS,Wandsworth,Contact ward officer,0.18,0.26
7583,6/30/2022,PAS,City of Westminster,Contact ward officer,0.21,0.26
7584,6/30/2022,PAS,Barking and Dagenham,Informed local,0.43,0.36
7585,6/30/2022,PAS,Barnet,Informed local,0.35,0.36
7586,6/30/2022,PAS,Bexley,Informed local,0.4,0.36
7587,6/30/2022,PAS,Brent,Informed local,0.35,0.36
7588,6/30/2022,PAS,Bromley,Informed local,0.35,0.36
7589,6/30/2022,PAS,Camden,Informed local,0.33,0.36
7590,6/30/2022,PAS,Croydon,Informed local,0.34,0.36
7591,6/30/2022,PAS,Ealing,Informed local,0.37,0.36
7592,6/30/2022,PAS,Enfield,Informed local,0.32,0.36
7593,6/30/2022,PAS,Greenwich,Informed local,0.32,0.36
7594,6/30/2022,PAS,Hackney,Informed local,0.35,0.36
7595,6/30/2022,PAS,Hammersmith and Fulham,Informed local,0.35,0.36
7596,6/30/2022,PAS,Haringey,Informed local,0.35,0.36
7597,6/30/2022,PAS,Harrow,Informed local,0.39,0.36
7598,6/30/2022,PAS,Havering,Informed local,0.43,0.36
7599,6/30/2022,PAS,Hillingdon,Informed local,0.41,0.36
7600,6/30/2022,PAS,Hounslow,Informed local,0.38,0.36
7601,6/30/2022,PAS,Islington,Informed local,0.36,0.36
7602,6/30/2022,PAS,Kensington and Chelsea,Informed local,0.36,0.36
7603,6/30/2022,PAS,Kingston upon Thames,Informed local,0.44,0.36
7604,6/30/2022,PAS,Lambeth,Informed local,0.31,0.36
7605,6/30/2022,PAS,Lewisham,Informed local,0.28,0.36
7606,6/30/2022,PAS,Merton,Informed local,0.42,0.36
7607,6/30/2022,PAS,Newham,Informed local,0.37,0.36
7608,6/30/2022,PAS,Redbridge,Informed local,0.37,0.36
7609,6/30/2022,PAS,Richmond upon Thames,Informed local,0.44,0.36
7610,6/30/2022,PAS,Southwark,Informed local,0.26,0.36
7611,6/30/2022,PAS,Sutton,Informed local,0.41,0.36
7612,6/30/2022,PAS,Tower Hamlets,Informed local,0.36,0.36
7613,6/30/2022,PAS,Waltham Forest,Informed local,0.37,0.36
7614,6/30/2022,PAS,Wandsworth,Informed local,0.34,0.36
7615,6/30/2022,PAS,City of Westminster,Informed local,0.36,0.36
7616,6/30/2022,PAS,Barking and Dagenham,Listen to concerns,0.61,0.6
7617,6/30/2022,PAS,Barnet,Listen to concerns,0.61,0.6
7618,6/30/2022,PAS,Bexley,Listen to concerns,0.6,0.6
7619,6/30/2022,PAS,Brent,Listen to concerns,0.65,0.6
7620,6/30/2022,PAS,Bromley,Listen to concerns,0.64,0.6
7621,6/30/2022,PAS,Camden,Listen to concerns,0.59,0.6
7622,6/30/2022,PAS,Croydon,Listen to concerns,0.54,0.6
7623,6/30/2022,PAS,Ealing,Listen to concerns,0.66,0.6
7624,6/30/2022,PAS,Enfield,Listen to concerns,0.56,0.6
7625,6/30/2022,PAS,Greenwich,Listen to concerns,0.59,0.6
7626,6/30/2022,PAS,Hackney,Listen to concerns,0.6,0.6
7627,6/30/2022,PAS,Hammersmith and Fulham,Listen to concerns,0.64,0.6
7628,6/30/2022,PAS,Haringey,Listen to concerns,0.56,0.6
7629,6/30/2022,PAS,Harrow,Listen to concerns,0.64,0.6
7630,6/30/2022,PAS,Havering,Listen to concerns,0.64,0.6
7631,6/30/2022,PAS,Hillingdon,Listen to concerns,0.69,0.6
7632,6/30/2022,PAS,Hounslow,Listen to concerns,0.61,0.6
7633,6/30/2022,PAS,Islington,Listen to concerns,0.57,0.6
7634,6/30/2022,PAS,Kensington and Chelsea,Listen to concerns,0.63,0.6
7635,6/30/2022,PAS,Kingston upon Thames,Listen to concerns,0.68,0.6
7636,6/30/2022,PAS,Lambeth,Listen to concerns,0.45,0.6
7637,6/30/2022,PAS,Lewisham,Listen to concerns,0.51,0.6
7638,6/30/2022,PAS,Merton,Listen to concerns,0.6,0.6
7639,6/30/2022,PAS,Newham,Listen to concerns,0.59,0.6
7640,6/30/2022,PAS,Redbridge,Listen to concerns,0.58,0.6
7641,6/30/2022,PAS,Richmond upon Thames,Listen to concerns,0.66,0.6
7642,6/30/2022,PAS,Southwark,Listen to concerns,0.6,0.6
7643,6/30/2022,PAS,Sutton,Listen to concerns,0.68,0.6
7644,6/30/2022,PAS,Tower Hamlets,Listen to concerns,0.59,0.6
7645,6/30/2022,PAS,Waltham Forest,Listen to concerns,0.62,0.6
7646,6/30/2022,PAS,Wandsworth,Listen to concerns,0.57,0.6
7647,6/30/2022,PAS,City of Westminster,Listen to concerns,0.58,0.6
7648,6/30/2022,PAS,Barking and Dagenham,Relied on to be there,0.63,0.57
7649,6/30/2022,PAS,Barnet,Relied on to be there,0.51,0.57
7650,6/30/2022,PAS,Bexley,Relied on to be there,0.61,0.57
7651,6/30/2022,PAS,Brent,Relied on to be there,0.62,0.57
7652,6/30/2022,PAS,Bromley,Relied on to be there,0.57,0.57
7653,6/30/2022,PAS,Camden,Relied on to be there,0.59,0.57
7654,6/30/2022,PAS,Croydon,Relied on to be there,0.51,0.57
7655,6/30/2022,PAS,Ealing,Relied on to be there,0.64,0.57
7656,6/30/2022,PAS,Enfield,Relied on to be there,0.57,0.57
7657,6/30/2022,PAS,Greenwich,Relied on to be there,0.52,0.57
7658,6/30/2022,PAS,Hackney,Relied on to be there,0.56,0.57
7659,6/30/2022,PAS,Hammersmith and Fulham,Relied on to be there,0.63,0.57
7660,6/30/2022,PAS,Haringey,Relied on to be there,0.52,0.57
7661,6/30/2022,PAS,Harrow,Relied on to be there,0.63,0.57
7662,6/30/2022,PAS,Havering,Relied on to be there,0.57,0.57
7663,6/30/2022,PAS,Hillingdon,Relied on to be there,0.63,0.57
7664,6/30/2022,PAS,Hounslow,Relied on to be there,0.59,0.57
7665,6/30/2022,PAS,Islington,Relied on to be there,0.59,0.57
7666,6/30/2022,PAS,Kensington and Chelsea,Relied on to be there,0.66,0.57
7667,6/30/2022,PAS,Kingston upon Thames,Relied on to be there,0.6,0.57
7668,6/30/2022,PAS,Lambeth,Relied on to be there,0.53,0.57
7669,6/30/2022,PAS,Lewisham,Relied on to be there,0.5,0.57
7670,6/30/2022,PAS,Merton,Relied on to be there,0.54,0.57
7671,6/30/2022,PAS,Newham,Relied on to be there,0.5,0.57
7672,6/30/2022,PAS,Redbridge,Relied on to be there,0.55,0.57
7673,6/30/2022,PAS,Richmond upon Thames,Relied on to be there,0.62,0.57
7674,6/30/2022,PAS,Southwark,Relied on to be there,0.57,0.57
7675,6/30/2022,PAS,Sutton,Relied on to be there,0.65,0.57
7676,6/30/2022,PAS,Tower Hamlets,Relied on to be there,0.6,0.57
7677,6/30/2022,PAS,Waltham Forest,Relied on to be there,0.59,0.57
7678,6/30/2022,PAS,Wandsworth,Relied on to be there,0.57,0.57
7679,6/30/2022,PAS,City of Westminster,Relied on to be there,0.59,0.57
7680,6/30/2022,PAS,Barking and Dagenham,Treat everyone fairly,0.7,0.61
7681,6/30/2022,PAS,Barnet,Treat everyone fairly,0.71,0.61
7682,6/30/2022,PAS,Bexley,Treat everyone fairly,0.68,0.61
7683,6/30/2022,PAS,Brent,Treat everyone fairly,0.69,0.61
7684,6/30/2022,PAS,Bromley,Treat everyone fairly,0.62,0.61
7685,6/30/2022,PAS,Camden,Treat everyone fairly,0.51,0.61
7686,6/30/2022,PAS,Croydon,Treat everyone fairly,0.57,0.61
7687,6/30/2022,PAS,Ealing,Treat everyone fairly,0.67,0.61
7688,6/30/2022,PAS,Enfield,Treat everyone fairly,0.61,0.61
7689,6/30/2022,PAS,Greenwich,Treat everyone fairly,0.58,0.61
7690,6/30/2022,PAS,Hackney,Treat everyone fairly,0.54,0.61
7691,6/30/2022,PAS,Hammersmith and Fulham,Treat everyone fairly,0.62,0.61
7692,6/30/2022,PAS,Haringey,Treat everyone fairly,0.53,0.61
7693,6/30/2022,PAS,Harrow,Treat everyone fairly,0.7,0.61
7694,6/30/2022,PAS,Havering,Treat everyone fairly,0.69,0.61
7695,6/30/2022,PAS,Hillingdon,Treat everyone fairly,0.78,0.61
7696,6/30/2022,PAS,Hounslow,Treat everyone fairly,0.71,0.61
7697,6/30/2022,PAS,Islington,Treat everyone fairly,0.5,0.61
7698,6/30/2022,PAS,Kensington and Chelsea,Treat everyone fairly,0.65,0.61
7699,6/30/2022,PAS,Kingston upon Thames,Treat everyone fairly,0.72,0.61
7700,6/30/2022,PAS,Lambeth,Treat everyone fairly,0.38,0.61
7701,6/30/2022,PAS,Lewisham,Treat everyone fairly,0.5,0.61
7702,6/30/2022,PAS,Merton,Treat everyone fairly,0.58,0.61
7703,6/30/2022,PAS,Newham,Treat everyone fairly,0.6,0.61
7704,6/30/2022,PAS,Redbridge,Treat everyone fairly,0.67,0.61
7705,6/30/2022,PAS,Richmond upon Thames,Treat everyone fairly,0.71,0.61
7706,6/30/2022,PAS,Southwark,Treat everyone fairly,0.51,0.61
7707,6/30/2022,PAS,Sutton,Treat everyone fairly,0.74,0.61
7708,6/30/2022,PAS,Tower Hamlets,Treat everyone fairly,0.62,0.61
7709,6/30/2022,PAS,Waltham Forest,Treat everyone fairly,0.6,0.61
7710,6/30/2022,PAS,Wandsworth,Treat everyone fairly,0.51,0.61
7711,6/30/2022,PAS,City of Westminster,Treat everyone fairly,0.58,0.61
7712,6/30/2022,PAS,Barking and Dagenham,Understand issues,0.66,0.6
7713,6/30/2022,PAS,Barnet,Understand issues,0.58,0.6
7714,6/30/2022,PAS,Bexley,Understand issues,0.63,0.6
7715,6/30/2022,PAS,Brent,Understand issues,0.64,0.6
7716,6/30/2022,PAS,Bromley,Understand issues,0.62,0.6
7717,6/30/2022,PAS,Camden,Understand issues,0.59,0.6
7718,6/30/2022,PAS,Croydon,Understand issues,0.55,0.6
7719,6/30/2022,PAS,Ealing,Understand issues,0.64,0.6
7720,6/30/2022,PAS,Enfield,Understand issues,0.59,0.6
7721,6/30/2022,PAS,Greenwich,Understand issues,0.54,0.6
7722,6/30/2022,PAS,Hackney,Understand issues,0.58,0.6
7723,6/30/2022,PAS,Hammersmith and Fulham,Understand issues,0.64,0.6
7724,6/30/2022,PAS,Haringey,Understand issues,0.57,0.6
7725,6/30/2022,PAS,Harrow,Understand issues,0.58,0.6
7726,6/30/2022,PAS,Havering,Understand issues,0.63,0.6
7727,6/30/2022,PAS,Hillingdon,Understand issues,0.66,0.6
7728,6/30/2022,PAS,Hounslow,Understand issues,0.65,0.6
7729,6/30/2022,PAS,Islington,Understand issues,0.57,0.6
7730,6/30/2022,PAS,Kensington and Chelsea,Understand issues,0.6,0.6
7731,6/30/2022,PAS,Kingston upon Thames,Understand issues,0.68,0.6
7732,6/30/2022,PAS,Lambeth,Understand issues,0.46,0.6
7733,6/30/2022,PAS,Lewisham,Understand issues,0.51,0.6
7734,6/30/2022,PAS,Merton,Understand issues,0.6,0.6
7735,6/30/2022,PAS,Newham,Understand issues,0.66,0.6
7736,6/30/2022,PAS,Redbridge,Understand issues,0.58,0.6
7737,6/30/2022,PAS,Richmond upon Thames,Understand issues,0.66,0.6
7738,6/30/2022,PAS,Southwark,Understand issues,0.56,0.6
7739,6/30/2022,PAS,Sutton,Understand issues,0.69,0.6
7740,6/30/2022,PAS,Tower Hamlets,Understand issues,0.58,0.6
7741,6/30/2022,PAS,Waltham Forest,Understand issues,0.61,0.6
7742,6/30/2022,PAS,Wandsworth,Understand issues,0.55,0.6
7743,6/30/2022,PAS,City of Westminster,Understand issues,0.59,0.6
7744,6/30/2022,PAS,Barking and Dagenham,Trust MPS,0.75,0.72
7745,6/30/2022,PAS,Barnet,Trust MPS,0.75,0.72
7746,6/30/2022,PAS,Bexley,Trust MPS,0.77,0.72
7747,6/30/2022,PAS,Brent,Trust MPS,0.76,0.72
7748,6/30/2022,PAS,Bromley,Trust MPS,0.75,0.72
